800739,0
800740,0
800741,0
800742,0
800743,0
800744,0
800745,0
800746,0
800747,0
800748,0
800749,0
800750,0
800751,0
800752,0
800753,1
800754,1
800755,0
800756,0
800757,0
800758,0
800759,0
800760,0
800761,0
800762,0
800763,0
800764,0
800765,0
800766,0
800767,0
800768,0
800769,1
800770,0
800771,0
800772,0
800773,0
800774,0
800775,0
800776,0
800777,0
800778,0
800779,0
800780,0
800781,0
800782,0
800783,0
800784,0
800785,0
800786,0
800787,1
800788,1
800789,0
800790,0
800791,0
800792,1
800793,0
800794,0
800795,0
800796,0
800797,0
800798,0
800799,0
800800,0
800801,0
800802,0
800803,0
800804,0
800805,0
800806,0
800807,0
800808,0
800809,0
800810,0
800811,0
800812,0
800813,1
800814,0
800815,0
800816,0
800817,0
800818,0
800819,0
800820,0
800821,0
800822,0
800823,0
800824,0
800825,0
800826,0
800827,0
800828,0
800829,0
800830,0
800831,0
800832,0
800833,0
800834,0
800835,0
800836,0
800837,0
800838,0
800839,0
800840,0
800841,0
800842,0
800843,0
800844,0
800845,0
800846,0
800847,0
800848,0
800849,1
800850,0
800851,0
800852,0
800853,0
800854,1
800855,1
800856,0
800857,0
800858,0
800859,0
800860,0
800861,0
800862,0
800863,0
800864,0
800865,0
800866,0
800867,0
800868,0
800869,0
800870,0
800871,0
800872,0
800873,0
800874,0
800875,0
800876,0
800877,0
800878,0
800879,0
800880,0
800881,0
800882,0
800883,0
800884,0
800885,0
800886,0
800887,1
800888,0
800889,0
800890,0
800891,0
800892,0
800893,1
800894,0
800895,0
800896,1
800897,0
800898,0
800899,0
800900,0
800901,0
800902,0
800903,0
800904,0
800905,1
800906,0
800907,0
800908,0
800909,0
800910,1
800911,0
800912,0
800913,0
800914,0
800915,0
800916,0
800917,0
800918,0
800919,0
800920,1
800921,0
800922,0
800923,0
800924,0
800925,0
800926,0
800927,0
800928,0
800929,0
800930,0
800931,0
800932,0
800933,0
800934,0
800935,0
800936,0
800937,0
800938,0
800939,0
800940,0
800941,0
800942,0
800943,0
800944,0
800945,1
800946,0
800947,1
800948,0
800949,0
800950,0
800951,0
800952,0
800953,1
800954,0
800955,0
800956,0
800957,0
800958,0
800959,0
800960,0
800961,0
800962,0
800963,0
800964,0
800965,0
800966,0
800967,0
800968,0
800969,0
800970,0
800971,1
800972,0
800973,0
800974,1
800975,0
800976,0
800977,0
800978,0
800979,0
800980,0
800981,0
800982,0
800983,0
800984,0
800985,0
800986,0
800987,0
800988,0
800989,0
800990,0
800991,0
800992,0
800993,0
800994,0
800995,1
800996,0
800997,0
800998,0
800999,0
801000,0
